informe,comunidad autónoma,dosis Pfizer,dosis Pfizer pediátrica,dosis Moderna,dosis AstraZeneca,dosis Janssen,dosis entregadas,dosis administradas,% sobre entregadas,personas con al menos una dosis,personas con pauta completa,% pautas incompletas,personas con dosis adicionales,última vacuna registrada
07/12/2021,Andalucía,10.486.800,,2.019.500,1.537.200,333.500,14.377.000,13.927.824,"96,9%",6.906.987,6.797.654,"1,58%",980.013,06/12/2021
07/12/2021,Aragón,1.675.761,,328.490,255.200,63.565,2.323.016,2.188.580,"94,2%",1.076.199,1.056.653,"1,82%",183.388,06/12/2021
07/12/2021,Asturias,1.447.025,,225.040,220.900,43.000,1.935.965,1.870.987,"96,6%",875.727,867.732,"0,91%",201.986,06/12/2021
07/12/2021,Baleares,1.318.884,,335.070,225.400,56.420,1.935.774,1.743.104,"90,0%",873.435,854.818,"2,13%",113.763,06/12/2021
07/12/2021,Canarias,2.403.150,,624.700,455.800,133.650,3.617.300,3.359.493,"92,9%",1.696.938,1.652.196,"2,64%",184.400,06/12/2021
07/12/2021,Cantabria,844.305,,122.900,125.200,22.200,1.114.605,1.012.323,"90,8%",486.399,480.386,"1,24%",89.631,06/12/2021
07/12/2021,Castilla y León,3.867.399,,409.670,466.170,97.620,4.840.859,4.204.450,"86,9%",2.018.944,1.980.719,"1,89%",437.288,06/12/2021
07/12/2021,Castilla - La Mancha,2.490.795,,496.270,382.100,93.735,3.462.900,3.299.024,"95,3%",1.633.806,1.571.118,"3,84%",264.595,06/12/2021
07/12/2021,Cataluña,8.469.080,,2.054.900,1.514.300,375.750,12.414.030,12.049.359,"97,1%",6.080.797,5.932.624,"2,44%",778.630,06/12/2021
07/12/2021,C. Valenciana,6.256.180,,1.543.650,863.900,213.125,8.876.855,8.168.371,"92,0%",4.093.220,4.029.904,"1,55%",506.266,25/11/2021
07/12/2021,Extremadura,1.464.233,,231.770,185.400,49.265,1.930.668,1.875.674,"97,2%",902.468,888.745,"1,52%",175.960,06/12/2021
07/12/2021,Galicia,3.874.579,,537.400,573.400,122.700,5.108.079,4.974.665,"97,4%",2.322.822,2.299.382,"1,01%",558.579,06/12/2021
07/12/2021,La Rioja,421.265,,67.600,53.240,15.200,557.305,535.956,"96,2%",262.436,257.586,"1,85%",51.340,03/12/2021
07/12/2021,Madrid,8.099.835,,1.820.800,1.222.100,321.450,11.464.185,10.688.172,"93,2%",5.424.852,5.299.404,"2,31%",681.023,06/12/2021
07/12/2021,Murcia,1.687.865,,498.000,253.010,68.300,2.507.175,2.422.334,"96,6%",1.205.401,1.175.541,"2,48%",171.109,06/12/2021
07/12/2021,Navarra,804.525,,151.500,136.600,23.750,1.116.375,1.089.474,"97,6%",533.246,525.167,"1,52%",100.639,06/12/2021
07/12/2021,País Vasco,2.748.150,,526.100,444.200,101.300,3.819.750,3.713.060,"97,2%",1.828.696,1.794.119,"1,89%",330.230,06/12/2021
07/12/2021,Ceuta,97.920,,22.270,18.100,3.935,142.225,122.277,"86,0%",63.384,60.797,"4,08%",6.230,06/12/2021
07/12/2021,Melilla,96.750,,23.500,15.100,5.750,141.100,111.141,"78,8%",60.301,57.830,"4,10%",3.901,03/12/2021
07/12/2021,Fuerzas Armadas,48.138,,58.300,103.800,2.000,212.238,177.746,"83,7%",95.248,89.105,"6,45%",146,29/11/2021
07/12/2021,Sanidad Exterior,0,,5.540,0,4.400,9.940,7.829,"78,8%",5.995,5.688,"5,12%",5,03/12/2021
07/12/2021,Totales,58.602.639,,12.102.970,9.051.120,2.150.615,81.907.344,77.541.843,"94,7%",38.447.301,37.677.168,"2,00%",5.819.122,
09/12/2021,Andalucía,10.486.800,,2.019.500,1.537.200,333.500,14.377.000,13.944.556,"97,0%",6.909.832,6.799.730,"1,59%",991.638,08/12/2021
09/12/2021,Aragón,1.675.761,,328.490,255.200,63.565,2.323.016,2.191.365,"94,3%",1.076.523,1.056.749,"1,84%",185.719,07/12/2021
09/12/2021,Asturias,1.447.025,,225.040,220.900,43.000,1.935.965,1.876.347,"96,9%",875.805,867.769,"0,92%",207.178,08/12/2021
09/12/2021,Baleares,1.318.884,,335.070,225.400,56.420,1.935.774,1.745.730,"90,2%",874.564,855.408,"2,19%",114.752,08/12/2021
09/12/2021,Canarias,2.403.150,,624.700,455.800,133.650,3.617.300,3.369.416,"93,1%",1.698.084,1.652.908,"2,66%",192.474,08/12/2021
09/12/2021,Cantabria,844.305,,122.900,125.200,22.200,1.114.605,1.015.115,"91,1%",486.611,480.478,"1,26%",92.103,08/12/2021
09/12/2021,Castilla y León,3.867.399,,409.670,466.170,97.620,4.840.859,4.215.566,"87,1%",2.019.954,1.981.383,"1,91%",445.524,08/12/2021
09/12/2021,Castilla - La Mancha,2.490.795,,496.270,382.100,93.735,3.462.900,3.302.219,"95,4%",1.634.270,1.571.305,"3,85%",266.926,08/12/2021
09/12/2021,Cataluña,8.469.080,,2.054.900,1.514.300,375.750,12.414.030,12.068.824,"97,2%",6.086.839,5.935.512,"2,49%",789.958,08/12/2021
09/12/2021,C. Valenciana,6.256.180,,1.543.650,863.900,213.125,8.876.855,8.168.371,"92,0%",4.093.220,4.029.904,"1,55%",506.266,25/11/2021
09/12/2021,Extremadura,1.464.233,,231.770,185.400,49.265,1.930.668,1.876.485,"97,2%",902.540,888.736,"1,53%",176.571,08/12/2021
09/12/2021,Galicia,3.874.579,,537.400,573.400,122.700,5.108.079,4.974.665,"97,4%",2.322.822,2.299.382,"1,01%",558.579,06/12/2021
09/12/2021,La Rioja,421.265,,67.600,53.240,15.200,557.305,536.757,"96,3%",262.578,257.683,"1,86%",51.869,08/12/2021
09/12/2021,Madrid,8.099.835,,1.820.800,1.222.100,321.450,11.464.185,10.712.625,"93,4%",5.428.477,5.299.118,"2,38%",697.121,08/12/2021
09/12/2021,Murcia,1.687.865,,498.000,253.010,68.300,2.507.175,2.423.794,"96,7%",1.205.810,1.175.965,"2,48%",171.724,08/12/2021
09/12/2021,Navarra,804.525,,151.500,136.600,23.750,1.116.375,1.091.482,"97,8%",533.586,525.208,"1,57%",102.095,08/12/2021
09/12/2021,País Vasco,2.748.150,,526.100,444.200,101.300,3.819.750,3.720.983,"97,4%",1.829.227,1.794.157,"1,92%",337.189,08/12/2021
09/12/2021,Ceuta,97.920,,22.270,18.100,3.935,142.225,122.420,"86,1%",63.418,60.832,"4,08%",6.304,08/12/2021
09/12/2021,Melilla,96.750,,23.500,15.100,5.750,141.100,111.406,"79,0%",60.384,57.811,"4,26%",3.997,07/12/2021
09/12/2021,Fuerzas Armadas,48.138,,58.300,103.800,2.000,212.238,177.746,"83,7%",95.248,89.105,"6,45%",146,07/12/2021
09/12/2021,Sanidad Exterior,0,,5.540,0,4.400,9.940,7.829,"78,8%",5.995,5.688,"5,12%",5,03/12/2021
09/12/2021,Totales,58.602.639,,12.102.970,9.051.120,2.150.615,81.907.344,77.653.701,"94,8%",38.465.787,37.684.831,"2,03%",5.898.138,
10/12/2021,Andalucía,10.486.800,,2.119.500,1.537.200,333.500,14.477.000,13.970.155,"96,5%",6.912.829,6.803.132,"1,59%",1.010.183,09/12/2021
10/12/2021,Aragón,1.675.761,,328.490,255.200,63.565,2.323.016,2.199.109,"94,7%",1.077.702,1.057.482,"1,88%",191.153,09/12/2021
10/12/2021,Asturias,1.447.025,,291.040,220.900,43.000,2.001.965,1.880.038,"93,9%",876.035,867.845,"0,93%",210.528,09/12/2021
10/12/2021,Baleares,1.318.884,,335.070,225.400,56.420,1.935.774,1.748.168,"90,3%",875.548,855.954,"2,24%",115.772,09/12/2021
10/12/2021,Canarias,2.403.150,,624.700,455.800,133.650,3.617.300,3.378.103,"93,4%",1.698.815,1.653.675,"2,66%",199.682,09/12/2021
10/12/2021,Cantabria,844.305,,122.900,125.200,22.200,1.114.605,1.015.114,"91,1%",486.611,480.476,"1,26%",92.102,08/12/2021
10/12/2021,Castilla y León,3.867.399,,611.570,466.170,97.620,5.042.759,4.227.565,"83,8%",2.021.067,1.982.358,"1,92%",454.572,09/12/2021
10/12/2021,Castilla - La Mancha,2.490.795,,581.270,382.100,93.735,3.547.900,3.335.492,"94,0%",1.638.016,1.577.167,"3,71%",292.454,09/12/2021
10/12/2021,Cataluña,8.469.080,,2.054.900,1.514.300,375.750,12.414.030,12.107.848,"97,5%",6.093.587,5.939.132,"2,53%",818.435,09/12/2021
10/12/2021,C. Valenciana,6.256.180,,1.543.650,863.900,213.125,8.876.855,8.168.371,"92,0%",4.093.220,4.029.904,"1,55%",506.266,25/11/2021
10/12/2021,Extremadura,1.464.233,,231.770,185.400,49.265,1.930.668,1.878.823,"97,3%",902.793,888.915,"1,54%",178.310,09/12/2021
10/12/2021,Galicia,3.874.579,,537.400,573.400,122.700,5.108.079,4.978.065,"97,5%",2.323.640,2.300.409,"1,00%",560.008,09/12/2021
10/12/2021,La Rioja,421.265,,67.600,53.240,15.200,557.305,537.580,"96,5%",262.713,257.742,"1,89%",52.370,09/12/2021
10/12/2021,Madrid,8.099.835,,1.820.800,1.222.100,321.450,11.464.185,10.735.102,"93,6%",5.430.741,5.298.888,"2,43%",714.180,09/12/2021
10/12/2021,Murcia,1.687.865,,498.000,253.010,68.300,2.507.175,2.426.871,"96,8%",1.206.467,1.176.426,"2,49%",173.632,09/12/2021
10/12/2021,Navarra,804.525,,166.500,136.600,23.750,1.131.375,1.092.575,"96,6%",533.715,525.271,"1,58%",102.867,09/12/2021
10/12/2021,País Vasco,2.842.920,,651.100,444.200,101.300,4.039.520,3.728.700,"92,3%",1.829.633,1.794.565,"1,92%",343.886,09/12/2021
10/12/2021,Ceuta,97.920,,22.270,18.100,3.935,142.225,122.544,"86,2%",63.438,60.841,"4,09%",6.385,09/12/2021
10/12/2021,Melilla,96.750,,23.500,15.100,5.750,141.100,111.724,"79,2%",60.497,57.832,"4,41%",4.089,09/12/2021
10/12/2021,Fuerzas Armadas,48.138,,58.300,103.800,2.000,212.238,178.101,"83,9%",95.248,89.105,"6,45%",501,29/11/2021
10/12/2021,Sanidad Exterior,0,,5.540,0,4.400,9.940,7.862,"79,1%",6.027,5.720,"5,09%",5,03/12/2021
10/12/2021,Totales,58.697.409,,12.695.870,9.051.120,2.150.615,82.595.014,77.827.910,"94,2%",38.488.342,37.702.839,"2,04%",6.027.380,
13/12/2021,Andalucía,10.486.800,,2.119.500,1.537.200,333.500,14.477.000,14.392.728,"99,4%",6.915.735,6.805.502,"1,59%",1.426.909,12/12/2021
13/12/2021,Aragón,1.675.761,,328.490,255.200,63.565,2.323.016,2.269.589,"97,7%",1.078.517,1.057.723,"1,93%",260.252,12/12/2021
13/12/2021,Asturias,1.447.025,,291.040,220.900,43.000,2.001.965,1.968.969,"98,4%",876.743,868.129,"0,98%",298.251,12/12/2021
13/12/2021,Baleares,1.318.884,,335.070,225.400,56.420,1.935.774,1.800.681,"93,0%",876.818,856.533,"2,31%",166.354,12/12/2021
13/12/2021,Canarias,2.403.150,,624.700,455.800,133.650,3.617.300,3.500.008,"96,8%",1.700.331,1.654.552,"2,69%",319.216,12/12/2021
13/12/2021,Cantabria,844.305,,122.900,125.200,22.200,1.114.605,1.043.068,"93,6%",486.983,480.772,"1,28%",119.417,12/12/2021
13/12/2021,Castilla y León,3.867.399,,611.570,466.170,97.620,5.042.759,4.521.759,"89,7%",2.023.104,1.985.497,"1,86%",742.877,12/12/2021
13/12/2021,Castilla - La Mancha,2.490.795,,581.270,382.100,93.735,3.547.900,3.460.527,"97,5%",1.638.809,1.577.285,"3,75%",416.040,12/12/2021
13/12/2021,Cataluña,8.469.080,,2.054.900,1.514.300,375.750,12.414.030,12.442.613,"100,2%",6.105.151,5.946.825,"2,59%",1.135.789,12/12/2021
13/12/2021,C. Valenciana,6.256.180,,1.543.650,863.900,213.125,8.876.855,8.442.054,"95,1%",4.093.220,4.029.904,"1,55%",779.949,10/12/2021
13/12/2021,Extremadura,1.464.233,,231.770,185.400,49.265,1.930.668,1.950.030,"101,0%",902.960,888.911,"1,56%",249.090,12/12/2021
13/12/2021,Galicia,3.874.579,,537.400,573.400,122.700,5.108.079,5.261.967,"103,0%",2.324.711,2.301.193,"1,01%",841.454,12/12/2021
13/12/2021,La Rioja,421.265,,67.600,53.240,15.200,557.305,557.949,"100,1%",262.843,257.795,"1,92%",72.443,10/12/2021
13/12/2021,Madrid,8.099.835,,1.820.800,1.222.100,321.450,11.464.185,11.058.716,"96,5%",5.430.741,5.298.888,"2,43%",1.037.794,12/12/2021
13/12/2021,Murcia,1.687.865,,498.000,253.010,68.300,2.507.175,2.503.404,"99,8%",1.207.365,1.177.239,"2,50%",248.459,12/12/2021
13/12/2021,Navarra,804.525,,166.500,136.600,23.750,1.131.375,1.132.830,"100,1%",534.002,525.189,"1,65%",142.534,12/12/2021
13/12/2021,País Vasco,2.842.920,,651.100,444.200,101.300,4.039.520,3.880.800,"96,1%",1.831.319,1.795.858,"1,94%",492.650,12/12/2021
13/12/2021,Ceuta,97.920,,22.270,18.100,3.935,142.225,126.679,"89,1%",63.463,60.843,"4,13%",10.472,10/12/2021
13/12/2021,Melilla,96.750,,23.500,15.100,5.750,141.100,118.110,"83,7%",60.598,57.874,"4,50%",10.291,10/12/2021
13/12/2021,Fuerzas Armadas,48.138,,58.300,103.800,2.000,212.238,206.852,"97,5%",95.248,89.105,"6,45%",29.252,11/12/2021
13/12/2021,Sanidad Exterior,0,,5.540,0,4.400,9.940,7.878,"79,3%",6.037,5.730,"5,09%",11,10/12/2021
13/12/2021,Totales,58.697.409,,12.695.870,9.051.120,2.150.615,82.595.014,80.647.211,"97,6%",38.514.698,37.721.347,"2,06%",8.799.504,
14/12/2021,Andalucía,10.486.800,,2.119.500,1.537.200,333.500,14.477.000,14.461.592,"99,9%",6.919.341,6.808.047,"1,61%",1.488.991,13/12/2021
14/12/2021,Aragón,1.675.761,,368.490,255.200,63.565,2.363.016,2.281.100,"96,5%",1.078.946,1.057.768,"1,96%",271.128,13/12/2021
14/12/2021,Asturias,1.447.025,,291.040,220.900,43.000,2.001.965,1.982.120,"99,0%",876.797,868.156,"0,99%",311.281,13/12/2021
14/12/2021,Baleares,1.318.884,,335.070,225.400,56.420,1.935.774,1.800.699,"93,0%",876.835,856.526,"2,32%",166.354,12/12/2021
14/12/2021,Canarias,2.503.770,,624.700,455.800,133.650,3.717.920,3.517.067,"94,6%",1.701.384,1.655.293,"2,71%",334.497,13/12/2021
14/12/2021,Cantabria,844.305,,122.900,125.200,22.200,1.114.605,1.048.160,"94,0%",487.215,480.921,"1,29%",124.116,13/12/2021
14/12/2021,Castilla y León,3.867.399,,611.570,466.170,97.620,5.042.759,4.545.864,"90,1%",2.023.712,1.985.979,"1,86%",765.024,13/12/2021
14/12/2021,Castilla - La Mancha,2.490.795,,581.270,382.100,93.735,3.547.900,3.477.620,"98,0%",1.638.809,1.577.285,"3,75%",433.133,13/12/2021
14/12/2021,Cataluña,8.469.080,,2.354.900,1.514.300,375.750,12.714.030,12.512.686,"98,4%",6.109.809,5.948.349,"2,64%",1.199.208,13/12/2021
14/12/2021,C. Valenciana,6.256.180,,1.543.650,863.900,213.125,8.876.855,8.470.027,"95,4%",4.107.455,4.044.830,"1,52%",782.881,10/12/2021
14/12/2021,Extremadura,1.464.233,,231.770,185.400,49.265,1.930.668,1.957.589,"101,4%",903.018,888.953,"1,56%",256.402,13/12/2021
14/12/2021,Galicia,3.874.579,,645.000,573.400,122.700,5.215.679,5.364.349,"102,9%",2.324.711,2.301.193,"1,01%",943.836,13/12/2021
14/12/2021,La Rioja,421.265,,91.600,53.240,15.200,581.305,561.478,"96,6%",262.970,257.861,"1,94%",75.673,13/12/2021
14/12/2021,Madrid,8.228.535,,1.820.800,1.222.100,321.450,11.592.885,11.110.703,"95,8%",5.430.741,5.298.888,"2,43%",1.089.781,13/12/2021
14/12/2021,Murcia,1.687.865,,498.000,253.010,68.300,2.507.175,2.511.873,"100,2%",1.208.091,1.177.375,"2,54%",256.129,13/12/2021
14/12/2021,Navarra,804.525,,166.500,136.600,23.750,1.131.375,1.139.120,"100,7%",534.130,525.230,"1,67%",148.458,13/12/2021
14/12/2021,País Vasco,2.842.920,,642.900,444.200,101.300,4.031.320,3.901.622,"96,8%",1.831.959,1.795.818,"1,97%",512.501,13/12/2021
14/12/2021,Ceuta,97.920,,22.270,18.100,3.935,142.225,126.977,"89,3%",63.477,60.856,"4,13%",10.734,13/12/2021
14/12/2021,Melilla,96.750,,23.500,15.100,5.750,141.100,119.110,"84,4%",60.680,57.920,"4,55%",11.127,13/12/2021
14/12/2021,Fuerzas Armadas,48.138,,58.300,103.800,2.000,212.238,207.275,"97,7%",95.248,89.105,"6,45%",29.675,13/12/2021
14/12/2021,Sanidad Exterior,0,,5.700,0,4.410,10.110,7.931,"78,4%",6.085,5.749,"5,52%",11,13/12/2021
14/12/2021,Totales,58.926.729,,13.159.430,9.051.120,2.150.625,83.287.904,81.104.962,"97,4%",38.541.413,37.742.102,"2,07%",9.210.940,
15/12/2021,Andalucía,10.486.800,,2.119.500,1.537.200,333.500,14.477.000,14.541.406,"100,4%",6.924.132,6.813.257,"1,60%",1.558.374,14/12/2021
15/12/2021,Aragón,1.675.761,,368.490,255.200,63.565,2.363.016,2.295.408,"97,1%",1.079.423,1.057.989,"1,99%",284.445,14/12/2021
15/12/2021,Asturias,1.447.025,,291.040,220.900,43.000,2.001.965,1.993.460,"99,6%",876.830,868.165,"0,99%",322.547,14/12/2021
15/12/2021,Baleares,1.318.884,,335.070,225.400,56.420,1.935.774,1.808.459,"93,4%",877.393,856.803,"2,35%",173.282,14/12/2021
15/12/2021,Canarias,2.503.770,,624.700,455.800,133.650,3.717.920,3.534.585,"95,1%",1.702.272,1.656.088,"2,71%",350.355,14/12/2021
15/12/2021,Cantabria,844.305,,122.900,125.200,22.200,1.114.605,1.053.719,"94,5%",487.584,480.931,"1,36%",129.272,14/12/2021
15/12/2021,Castilla y León,3.867.399,,611.570,466.170,97.620,5.042.759,4.570.622,"90,6%",2.024.554,1.986.635,"1,87%",787.464,14/12/2021
15/12/2021,Castilla - La Mancha,2.490.795,,581.270,382.100,93.735,3.547.900,3.494.219,"98,5%",1.640.098,1.577.408,"3,82%",447.246,14/12/2021
15/12/2021,Cataluña,8.469.080,,2.354.900,1.514.300,375.750,12.714.030,12.595.436,"99,1%",6.116.356,5.950.267,"2,72%",1.272.793,14/12/2021
15/12/2021,C. Valenciana,6.256.180,,1.543.650,863.900,213.125,8.876.855,8.628.404,"97,2%",4.115.772,4.048.422,"1,64%",927.527,14/12/2021
15/12/2021,Extremadura,1.464.233,,231.770,185.400,49.265,1.930.668,1.966.835,"101,9%",903.267,889.017,"1,58%",265.093,14/12/2021
15/12/2021,Galicia,3.874.579,,645.000,573.400,122.700,5.215.679,5.433.286,"104,2%",2.324.711,2.301.193,"1,01%",1.012.773,14/12/2021
15/12/2021,La Rioja,421.265,,91.600,53.240,15.200,581.305,564.381,"97,1%",263.071,257.912,"1,96%",78.324,14/12/2021
15/12/2021,Madrid,8.228.535,,1.820.800,1.222.100,321.450,11.592.885,11.160.759,"96,3%",5.430.741,5.298.888,"2,43%",1.139.837,14/12/2021
15/12/2021,Murcia,1.687.865,,498.000,253.010,68.300,2.507.175,2.524.468,"100,7%",1.208.764,1.177.367,"2,60%",267.977,14/12/2021
15/12/2021,Navarra,804.525,,166.500,136.600,23.750,1.131.375,1.146.050,"101,3%",534.319,525.267,"1,69%",154.960,14/12/2021
15/12/2021,País Vasco,2.842.920,,642.900,444.200,101.300,4.031.320,3.920.811,"97,3%",1.833.053,1.795.909,"2,03%",530.370,14/12/2021
15/12/2021,Ceuta,97.920,,22.270,18.100,3.935,142.225,127.478,"89,6%",63.499,60.864,"4,15%",11.194,14/12/2021
15/12/2021,Melilla,96.750,,23.500,15.100,5.750,141.100,120.069,"85,1%",60.737,57.974,"4,55%",11.898,14/12/2021
15/12/2021,Fuerzas Armadas,48.138,,58.300,103.800,2.000,212.238,207.549,"97,8%",95.248,89.105,"6,45%",29.949,14/12/2021
15/12/2021,Sanidad Exterior,0,,5.700,0,4.410,10.110,7.974,"78,9%",6.125,5.777,"5,68%",12,14/12/2021
15/12/2021,Totales,58.926.729,,13.159.430,9.051.120,2.150.625,83.287.904,81.695.378,"98,1%",38.567.949,37.755.238,"2,11%",9.755.692,
16/12/2021,Andalucía,10.486.800,,2.119.500,1.537.200,333.500,14.477.000,14.604.635,"100,9%",6.927.597,6.815.716,"1,62%",1.615.088,15/12/2021
16/12/2021,Aragón,1.675.761,,368.490,255.200,63.565,2.363.016,2.314.834,"98,0%",1.080.263,1.058.553,"2,01%",301.989,15/12/2021
16/12/2021,Asturias,1.447.025,,291.040,220.900,43.000,2.001.965,2.001.241,"100,0%",876.864,868.203,"0,99%",330.233,15/12/2021
16/12/2021,Baleares,1.318.884,,335.070,225.400,56.420,1.935.774,1.817.838,"93,9%",879.050,858.867,"2,30%",179.051,15/12/2021
16/12/2021,Canarias,2.503.770,,624.700,455.800,133.650,3.717.920,3.548.559,"95,4%",1.703.273,1.656.706,"2,73%",362.719,15/12/2021
16/12/2021,Cantabria,844.305,,122.900,125.200,22.200,1.114.605,1.059.644,"95,1%",488.000,481.144,"1,40%",134.601,15/12/2021
16/12/2021,Castilla y León,3.867.399,,611.570,466.170,97.620,5.042.759,4.585.848,"90,9%",2.025.128,1.987.181,"1,87%",800.945,15/12/2021
16/12/2021,Castilla - La Mancha,2.490.795,,581.270,382.100,93.735,3.547.900,3.511.588,"99,0%",1.640.970,1.577.632,"3,86%",462.953,15/12/2021
16/12/2021,Cataluña,8.469.080,,2.354.900,1.514.300,375.750,12.714.030,12.686.201,"99,8%",6.122.659,5.952.795,"2,77%",1.354.450,15/12/2021
16/12/2021,C. Valenciana,6.256.180,,1.543.650,863.900,213.125,8.876.855,8.628.890,"97,2%",4.116.003,4.048.640,"1,64%",927.550,14/12/2021
16/12/2021,Extremadura,1.464.233,,231.770,185.400,49.265,1.930.668,1.975.571,"102,3%",903.424,889.080,"1,59%",273.405,15/12/2021
16/12/2021,Galicia,3.874.579,,645.000,573.400,122.700,5.215.679,5.456.358,"104,6%",2.324.711,2.301.193,"1,01%",1.035.845,15/12/2021
16/12/2021,La Rioja,421.265,,91.600,53.240,15.200,581.305,567.463,"97,6%",263.231,257.935,"2,01%",81.120,15/12/2021
16/12/2021,Madrid,8.228.535,,1.820.800,1.222.100,321.450,11.592.885,11.212.741,"96,7%",5.430.741,5.298.888,"2,43%",1.191.819,15/12/2021
16/12/2021,Murcia,1.687.865,,498.000,253.010,68.300,2.507.175,2.537.228,"101,2%",1.210.294,1.178.993,"2,59%",277.544,15/12/2021
16/12/2021,Navarra,804.525,,166.500,136.600,23.750,1.131.375,1.154.079,"102,0%",534.530,525.441,"1,70%",162.407,15/12/2021
16/12/2021,País Vasco,2.842.920,,642.900,444.200,101.300,4.031.320,3.940.855,"97,8%",1.833.958,1.796.271,"2,05%",548.881,15/12/2021
16/12/2021,Ceuta,97.920,,22.270,18.100,3.935,142.225,127.775,"89,8%",63.533,60.875,"4,18%",11.441,15/12/2021
16/12/2021,Melilla,96.750,,23.500,15.100,5.750,141.100,120.566,"85,4%",60.786,58.011,"4,57%",12.291,15/12/2021
16/12/2021,Fuerzas Armadas,48.138,,58.300,103.800,2.000,212.238,207.549,"97,8%",95.248,89.105,"6,45%",29.949,14/12/2021
16/12/2021,Sanidad Exterior,0,,5.700,0,4.410,10.110,7.985,"79,0%",6.135,5.787,"5,67%",12,15/12/2021
16/12/2021,Totales,58.926.729,,13.159.430,9.051.120,2.150.625,83.287.904,82.067.448,"98,5%",38.586.398,37.767.016,"2,12% 10.094.293",
17/12/2021,Andalucía,10.486.800,,2.119.500,1.537.200,333.500,14.477.000,14.667.274,"101,3%",6.931.016,6.818.248,"1,63%",1.671.036,16/12/2021
17/12/2021,Aragón,1.675.761,,368.490,255.200,63.565,2.363.016,2.333.063,"98,7%",1.080.960,1.059.385,"2,00%",317.875,16/12/2021
17/12/2021,Asturias,1.447.025,,341.040,220.900,43.000,2.051.965,2.007.765,"97,8%",876.907,868.236,"0,99%",336.657,16/12/2021
17/12/2021,Baleares,1.318.884,,405.070,225.400,56.420,2.005.774,1.824.148,"90,9%",879.561,859.090,"2,33%",184.613,16/12/2021
17/12/2021,Canarias,2.503.770,,624.700,455.800,133.650,3.717.920,3.563.107,"95,8%",1.704.236,1.657.257,"2,76%",375.768,16/12/2021
17/12/2021,Cantabria,844.305,,122.900,125.200,22.200,1.114.605,1.065.615,"95,6%",488.256,481.329,"1,42%",140.147,16/12/2021
17/12/2021,Castilla y León,3.867.399,,611.570,466.170,97.620,5.042.759,4.592.480,"91,1%",2.025.381,1.987.390,"1,88%",806.782,15/12/2021
17/12/2021,Castilla - La Mancha,2.531.745,,581.270,382.100,93.735,3.588.850,3.511.588,"97,8%",1.640.970,1.577.632,"3,86%",462.953,15/12/2021
17/12/2021,Cataluña,8.569.700,,2.654.900,1.514.300,375.750,13.114.650,12.776.998,"97,4%",6.129.507,5.955.250,"2,84%",1.435.866,16/12/2021
17/12/2021,C. Valenciana,6.256.180,,1.543.650,863.900,213.125,8.876.855,8.746.023,"98,5%",4.122.054,4.051.095,"1,72%",1.033.559,16/12/2021
17/12/2021,Extremadura,1.464.233,,231.770,185.400,49.265,1.930.668,1.988.004,"103,0%",903.734,889.289,"1,60%",285.105,16/12/2021
17/12/2021,Galicia,3.874.579,,645.000,573.400,122.700,5.215.679,5.477.891,"105,0%",2.324.711,2.301.193,"1,01%",1.057.378,16/12/2021
17/12/2021,La Rioja,421.265,,91.600,53.240,15.200,581.305,567.464,"97,6%",263.231,257.935,"2,01%",81.120,15/12/2021
17/12/2021,Madrid,8.228.535,,1.970.800,1.222.100,321.450,11.742.885,11.264.570,"95,9%",5.430.741,5.298.888,"2,43%",1.243.648,16/12/2021
17/12/2021,Murcia,1.687.865,,498.000,253.010,68.300,2.507.175,2.547.938,"101,6%",1.211.117,1.179.641,"2,60%",286.766,16/12/2021
17/12/2021,Navarra,804.525,,176.500,136.600,23.750,1.141.375,1.160.634,"101,7%",534.637,525.627,"1,69%",168.478,16/12/2021
17/12/2021,País Vasco,2.842.920,,642.900,444.200,101.300,4.031.320,3.958.634,"98,2%",1.834.999,1.796.584,"2,09%",565.120,16/12/2021
17/12/2021,Ceuta,97.920,,22.270,18.100,3.935,142.225,127.976,"90,0%",63.565,60.903,"4,19%",11.579,16/12/2021
17/12/2021,Melilla,96.750,,23.500,15.100,5.750,141.100,120.994,"85,8%",60.831,58.065,"4,55%",12.610,16/12/2021
17/12/2021,Fuerzas Armadas,48.138,,58.300,103.800,2.000,212.238,208.519,"98,2%",95.248,89.105,"6,45%",30.919,16/12/2021
17/12/2021,Sanidad Exterior,0,,5.830,0,4.440,10.270,7.986,"77,8%",6.135,5.787,"5,67%",13,16/12/2021
17/12/2021,Totales,59.068.299,,13.739.560,9.051.120,2.150.655,84.009.634,82.518.671,"98,2%",38.607.797,37.777.929,"2,15% 10.507.992",
20/12/2021,Andalucía,10.486.800,264.000,2.119.500,1.537.200,333.500,14.741.000,14.841.399,"100,7%",7.055.276,6.820.453,"3,33%",1.718.295,19/12/2021
20/12/2021,Aragón,1.675.761,36.000,368.490,255.200,63.565,2.399.016,2.354.434,"98,1%",1.089.096,1.059.491,"2,72%",330.605,19/12/2021
20/12/2021,Asturias,1.447.025,24.000,341.040,220.900,43.000,2.075.965,2.011.152,"96,9%",880.293,868.232,"1,37%",336.658,16/12/2021
20/12/2021,Baleares,1.318.884,36.000,405.070,225.400,56.420,2.041.774,1.838.287,"90,0%",884.604,859.586,"2,83%",193.089,19/12/2021
